Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
1154,44.03763,-121.281564,97702,OR,Oregon,2018,2018-02-20T00:00:00,Public Campaign,"The Deschutes County Republican Party hosts John Guandolo in Bend, Oregon, where he gives a talk on the threat that Muslims and Islam pose to the United States. Guandolo is a well-known anti-Muslim activist and director of Understanding the Threat.",public campaigns (targeting community),male and female,http://www.bendbulletin.com/localstate/6022318-151/deschutes-county-republican-party-hosts-anti-muslim-speaker,
1155,39.117054,-84.69872,45233,OH,Ohio,2017,2018-05-04T00:00:00,Vandalism,"An unknown suspectæor suspect vandalizes a car belonging to someone of Middle Eastern descent in Cincinnati, Ohio, slashing the tires, breaking windows, scratching swastikas into the paint,æand spray-painting anti-Muslim and pro-Trump messages on the vehicle.",crimes against property,male,https://www.cincinnati.com/story/news/crime/crime-and-courts/2018/02/09/fbi-suv-spray-painted-go-home-terrorist-and-trump-america-and-had-tires-slashed-and-swastikas-keyed/323843002/,
1156,40.0645721,-83.0595637,43220,OH,Ohio,2010,2010-09-11T00:00:00,Vandalism,"Vandals spraypaint 9-1-1 on windows and counter topsæat the Jaffa Market in Columbus, Ohio. Several display cases were vandalized, and money and a computer were stolen.æ",crimes against property,male and female,"CAIR: Ohio Muslim's Business Targeted with Hate Graffiti. U.S.Newswire, Sep 13, 2010.",
1157,40.1077996,-83.1047658,43017,OH,Ohio,2010,2010-12-20T00:00:00,Violent Incident,"Saida J. Said isfollowed by a white man to the parking lot of the Abubakar Siddique Islamic Center in Columbus, Ohio. In the parking lot Said was pepper-sprayed by a white while the man threatened bodily harm and shouted anti-Muslim hate speech. Police investigated the incident but no suspect was charged. ",bias-related incident (targeting individual or specific group),female,http://www.dispatch.com/content/stories/local/2010/12/21/columbus-muslim-reports-harassment-assault.html,
1158,32.77533,-117.143881,92108,CA,California,2009,2009-01-31T00:00:00,Harassment,"While Amal Hersi is in line at the Navy Federal Credit Union in San Diego, California, an employee approaches her and tells her that she must remove her hijab.æThe employee told her that it was necessary so that the security cameras could see her face.æThe senior vice presidentæof security later apologized to Hersi.æ",bias-related incident (targeting individual or specific group),female,http://www.sandiegouniontribune.com/sdut-1b5credit211645-muslim-woman-denied-service-over-h-2009feb05-story.html,
1159,36.188712,-81.63081,28607,DC,District of Columbia,2018,2018-02-01T00:00:00,Political Appointment,"Donald Trump nominatesæKen Isaacs, Vice President and Head of International Relief for Samaritan's Purse in Boone, North Carolina, to direct the United Nations International Organization for Migration.æIsaac's has a history of anti-Muslim statements, especially on social media, among them suggestions that Islam is an inherently violent religion.",public speech (political figures),male and female,https://www.washingtonpost.com/investigations/trump-nominee-for-un-migration-post-called-muslims-violent-christians-top-priority/2018/02/03/a1c99c50-0851-11e8-b48c-b07fea957bd5_story.html?utm_term=.7a771ba1a337,
1160,28.834895,-82.343,34450,FL,Florida,2018,2018-03-02T00:00:00,Education Discrimination,"The Citrus County School District inæIverness, Florida, discovers thatæDayanna Volitich, a middle school teacher, hosts and operates a white nationalism podcast and social media accounts. She is known to have advocated for the eradication of Muslims and to have stated that it is her responsibility to inculcate her students with white nationalist views.",bias-related incident (targeting individual or specific group),male and female,https://www.washingtonpost.com/news/education/wp/2018/03/05/a-middle-school-teacher-led-a-double-life-as-a-white-nationalist-podcaster/?utm_term=.abdf5b43178b,
1161,39.755787,-84.175919,45403,OH,Ohio,2008,2008-09-26T00:00:00,Violent Incident,"An unknown person releases an irritant during prayer at the Islamic Society of Greater Dayton, in Dayton, Ohio. Authorities investigated the disturbance and no suspects have been charged.",bias-related incident (targeting individual or specific group),male and female,"Doug Page, ""Incident Baffles Islamic Society."" Dayton Daily News, Sep 29, 2008.",
1162,28.481156,-81.612261,34787,FL,Florida,2018,2018-03-06T00:00:00,Education Discrimination,"The Orange County school district contacts parents to address reports thatæSundai Brown, a teacher atæBridgewater Middle School inæWinter Garden, Florida, had made a series of anti-Muslim social media posts. The message explained that the posts date back to 2017 and that the district had addressed the issue with Brown, who is still teaching in the district.",bias-related incident (targeting individual or specific group),male and female,http://www.orlandosentinel.com/features/education/school-zone/os-orange-teacher-twitter-muslims-20180308-story.html,
1163,38.894479,-77.04946,20520,DC,District of Columbia,2018,2018-03-13T00:00:00,Political Appointment,"Donald Trump nominates Mike Pompeo, director of the Central Intelligence Agency and former member of Congress, to serve as Secretary of State. Pompeo has a history of anti-Muslim statements and has close ties to prominent anti-Muslim activists and public figures.",public speech (political figures),male and female,https://www.bostonglobe.com/news/politics/2018/03/13/pompeo-new-role-reignites-muslims-worries-about-his-views/ToBt2riebKzoA7BR0q6nPJ/story.html,
1164,33.424026,-111.936899,85281,AZ,Arizona,2018,2018-03-04T00:00:00,Vandalism,"Tahnee Gonzales and Liz Dauenhauer, with their children accompanying them, trespass at the Islamic Community Center of Tempe in Tempe, Arizona. Broadcasting on Facebook Live, the pair makes disparaging and hateful remarks as they drive to the site, walk around the grounds, and enter the building. They also steal literature from the mosque. Throughout, they encourage their children to say hateful things about Muslims.",crimes against property,male and female,https://www.azcentral.com/story/news/local/tempe/2018/03/14/facebook-live-video-2-women-take-items-slur-muslims-mosque-tempe/422724002/,
1165,47.680325,-114.153867,59860,MT,Montana,2018,2018-03-16T00:00:00,Political Speech,"The Montana Green Partyædenounces John Gibney, a Green Party candidate for the Montana House, after he refuses to disavow statements he made at a 2016 anti-refugee protest in Missoula, Montana.æGibney and his wife held signs during the protest declaring that Muslims rape, kill, destroy and hate Jews, Christians, and gays.",public speech (political figures),male and female,http://missoulian.com/news/local/green-party-denounces-ravalli-county-candidate-for-montana-house/article_98e8d70d-e6a3-5ebb-b0ce-9d295e42d4a2.html,
1166,44.994717,-124.00495,97367,OR,Oregon,2018,2018-03-06T00:00:00,Attempted Homicide,"Perry George Nicolopoulos allegedly intentionally hits Mohammad Fawad Mohammadi with his car multiple times in a parking lot in Lincoln City, Oregon. Nicolopoulos first allegedly hit Mohammadi's car, then hit Mohammadi twice after he exited his car to assess the damage. Mohammadi's wife and child were in the car. Authorities indicted Nicolopoulos on over a dozen charges, including attempted murder.",crimes against people,male and female,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2018/03/man_accused_of_ramming_portlan.html,
1167,40.712084,-74.001507,10038,NY,New York,2018,2018-03-16T00:00:00,Detention Discrimination,"Turning Point for Women and Families, a non-profit advocacy group for Muslim women and children, file a federal lawsuit in New York, New York, on behalf ofæJamilla Clark andæArwa Aziz, who allege that the New York Police Departmentæforced them to remove their publicly remove their headscarves during the booking process, in violation of department policy. The incidents allegedly occurred during their respective arrests inæJanuary nad August of 2017.",bias-related incident (targeting individual or specific group),female,https://www.theguardian.com/world/2018/mar/17/two-muslim-women-sue-new-york-after-police-make-them-remove-hijabs?CMP=Share_iOSApp_Other,
1168,37.618799,-97.341489,67217,KS,Kansas,2018,2018-03-19T00:00:00,Harassment,"MuniræZanial, an engineer for Spirit Aerosystems, files a lawsuit in Kansas City, Kansas, alleging discrimination after an FBI investigation stemming from a party he hosted at a lake facility operated by the Spirit Boeing Employees' Association. Friends and family of Zanial attended the gathering, which was in celebration of Malaysian independence day. An onlooker reported people in ""Muslim garb"" displaying an American flag defaced with ISIS symbols. The FBI determined it was a Malaysian flag after conducting an investigation, including requesting access to his social media accounts. Zanial contends that the FBI investigation will affect his immigration status.",bias-related incident (targeting individual or specific group),male,http://www.kansascity.com/latest-news/article205835199.html,
1169,47.629229,-122.151057,98007,WA,Washington,2018,2018-03-21T00:00:00,Vandalism,"TheæIslamic Center ofæEastside sustains extensive damage after a fire breaks out at the Bellvue, Washington, site. It was the second fire at the mosque in the space of one year, with the first having been ruled arson.",crimes against property,male and female,http://kuow.org/post/another-suspicious-fire-burns-bellevue-mosque,
1170,38.89862,-77.03536,20500,DC,District of Columbia,2018,2018-03-22T00:00:00,Political Appointment,"Donald Trump appoints John Bolton National Security Advisor.æBolton associates with known anti-Muslim activists and organizations, including his position at chair of the Galestone Institute, a think tank dedicated to publishing materials on the threat that Islam poses to the United States.",public speech (political figures),male and female,https://www.nytimes.com/2018/04/06/us/pompeo-bolton-muslims.html,
1171,33.438844,-111.99839,85034,AZ,Arizona,2018,2018-03-24T00:00:00,Public Campaign,"John Guandolo, a well-known anti-Muslim activist and head of Understanding the Threat, tweets a picture of a bearded Southwest Airlines employee, saying ""I wish this were shocking...a sharia adherent Muslim (aka jihadi) at my plane."" Guandolo was on his way to the Western Conservative Conference in Phoenix, Arizona, where he spoke on the threat that Islam poses to the United States. He tagged Donald Trump and National Security Advisor John Bolton, among others.",public campaigns (targeting community),male and female,https://www.azcentral.com/story/news/local/arizona/2018/03/25/southwest-airlines-condemns-anti-muslim-tweet-john-guandolo/456886002/,
